clientId,INC,ApnaDal,SP,RLD,BJP,BSP
491521d7-4502-4433-af38-962f9fe9be3a,Very far,Very far,Very far,Very far,Very inclined,Very far
089e7ccb-de4e-4e7d-ab4e-787755c4f43e,Far,Very far,Inclined,Very far,Very inclined,Far
1b6a68d2-21cc-4357-963d-01845b8d4b08,Very far,Very far,Very inclined,Very far,Very far,Very far
d0c123f5-7ca2-46b7-ac44-3ac5f246cb80,Very far,Very far,Far,Very far,Inclined,Very far
1a5aa154-c4c9-453a-ac65-b503acd26d76,Far,Inclined,Far,Inclined,Very far,Far
462c0e1a-6643-4bb1-9c0f-b576ad39e265,Very far,Very far,Very inclined,Very far,Very inclined,Very far
f6f6adac-53f3-4e95-bfe3-ae3967b37eec,Far,Very far,Inclined,Very far,Far,Very far
a29e41c2-8f78-429b-96f5-285944901d0e,Very far,Very far,Far,Very far,Inclined,Inclined
3d84aa80-eeef-45ba-942a-73025118c241,Very far,Very far,Very far,Very far,Very inclined,Very far
23c9c28b-ca0d-41ff-8aa4-08ecd2887be4,Far,Far,Far,Far,Far,Inclined
a214937f-1989-4d37-b1e5-c5dd3d134dc5,Very inclined,Very far,Very far,Very far,Very inclined,Very far
3a9ae94f-47a1-438d-88b7-0227ec2708b4,Very far,Very far,Very far,Very far,Very inclined,Very far
fe4c9aa5-a11e-4d70-8279-5caea672a690,Very inclined,Very far,Far,Very far,Far,Very far
eb9a4764-7493-4918-a532-856c8f28faa1,Very far,Very far,Very far,Very far,Very inclined,Very far
b0bc20f0-a6b2-4af2-a0bb-1893c06270c0,Very far,Very far,Very inclined,Very far,Very far,Very far
0cd622cc-97f2-4c28-9b0d-ce4d1ea7c673,Very far,Far,Very far,Far,Very far,Very far
c4d23648-4839-455a-a0ef-3eda87259acc,Very far,Very far,Very far,Very far,Very inclined,Very far
7bc37a0a-9273-41e3-8f3c-2ff66cdfa1f7,Very far,Very far,Very far,Very far,Very inclined,Very far
89f30e72-c4eb-4d28-b20a-8e4cec328f62,Very far,Very far,Inclined,Very far,Inclined,Very far
1a0e3465-3ce2-4206-a3bd-421f47c45947,Very far,Very far,Very far,Very far,Very inclined,Very far
4c2a6fb7-6375-46e6-8733-eaa82fe9e3cd,Far,Far,Far,Far,Inclined,Far
372ad4e1-05b7-4c58-8f6c-4dcda2d7e633,Very far,Very far,Very far,Very far,Very inclined,Very far
5debd483-decc-43c9-a548-3118bdbebf61,Very far,Very far,Far,Very far,Inclined,Inclined
1208942b-5289-4d68-ac05-ebfc14f6a16d,Very far,Very far,Far,Very far,Inclined,Far
39fd9b08-71a3-4456-9496-4bcc86adb68a,Very inclined,Very inclined,Very inclined,Very inclined,Inclined,Inclined
5085376e-54d6-47d8-90c2-46d4d2f965c5,Very far,Very far,Very far,Very far,Inclined,Very far
42e963ba-ff30-4031-bfa8-5eb0740d2f6c,Very far,Very far,Very inclined,Very far,Very far,Very far
064d9d88-a7cb-47b3-bdfe-e76f85670bcf,Very far,Very far,Very far,Very far,Inclined,Very far
fc8b5bfd-2de3-4dba-bb1d-04da7873c3b3,Very inclined,Very far,Very inclined,Very far,Very far,Very far
e0e6c8a5-d306-4ad0-ae22-b58dcda7978f,Inclined,Inclined,Inclined,Inclined,Inclined,Inclined
089aa869-5498-412a-88e5-17978a310ab6,Very far,Very far,Very far,Very far,Very inclined,Very far
8720e8b2-78f7-4cbd-81ea-d612b04bc1e5,Very far,Very far,Very far,Very far,Very inclined,Very far
27dda317-6347-4881-8e91-1e1e2c7b5a72,Very far,Very far,Very inclined,Very far,Inclined,Very far
8586582c-7d44-4f03-9ed9-b23321e5c9ce,Very far,Very far,Very far,Very far,Very inclined,Very far
09508e4e-a400-4216-9604-100534575953,Inclined,Inclined,Inclined,Inclined,Inclined,
25fe0b31-96c3-41e3-a3b3-d99e7008b4a1,Very far,Very inclined,Inclined,Very inclined,Inclined,Very inclined
5c2ce04b-a9ac-459d-b3e4-b73d684a3de0,Very far,Very far,Very inclined,Very far,Very far,Very far
6c111285-a1c2-45a7-adea-38dd307cbfc8,Very far,Very far,Inclined,Very far,Very far,Very far
036a727f-ac05-4ce4-b49f-58800fa86e96,Very far,Very far,Very far,Very far,Very inclined,Very far
223c58a3-c1ed-47b6-937b-6e13a8abdda4,Very far,Very far,Very far,Very far,Very inclined,Very far
69b8e86d-75bf-4a2f-8f2c-7feef55011cc,Very far,Very far,Inclined,Very far,Inclined,Very far
a3bed8ce-6d59-439c-9040-71815c32acd5,Very far,Very far,Very inclined,Very far,Very far,Very far
8becb135-061d-4fec-bb48-4aeeda122438,Very far,Very far,Inclined,Very far,Very inclined,Very far
9b064935-c211-4f6d-80de-066222a670b2,Very far,Very far,Very far,Very far,Very far,Very inclined
49db8ded-5753-4fe4-aeff-7c5426a6e549,Very far,Very far,Very inclined,Very far,Very far,Very far
474076c9-303a-4832-943e-efb4227b789d,Very far,Very far,Inclined,Very far,Very inclined,Inclined
6e13e9c2-9372-4ae9-8655-99252ad4063e,Very far,Very far,Inclined,Very far,Very inclined,Very far
6d987425-026c-4ab9-9138-4aaf662eb005,Very far,Very far,Very inclined,Very far,Inclined,Very far
2fc1a32f-8fdd-43d0-ad1a-bd7ac9c84b41,Very far,Very far,Very far,Very far,Very inclined,Very far
906933fa-b902-4836-84e8-5cf7ad369ef1,Very far,Very far,Very inclined,Very far,Very inclined,Very far
f9b8f0e9-da32-4bcd-be6b-e674cf0bfdbf,Very far,Very far,Very far,Very far,Very inclined,Very far
ae7e43f0-f377-4fc5-9907-a75ce8a40387,Very far,Very far,Very far,Very far,Very inclined,Very far
5e68b1f2-e86e-4f37-b114-c655321eadd3,Very far,Very far,Very far,Very far,Very inclined,Very far
ec7e012d-69d0-4844-b65f-543ef0765408,Very far,Very far,Very far,Very far,Inclined,Far
dd138e45-6981-420f-92b7-98960e20d178,Inclined,Very far,Far,Very far,Very far,Far
88f7a26a-86cb-4ec7-90eb-19e498ecd099,Inclined,Very far,Very far,Very far,Very inclined,Very far
1f358999-18f8-4ca3-b8df-10122bb491e4,Very far,Very far,Very inclined,Very far,Very far,Very far
541225de-57e8-418e-a00f-19c45556add3,Very far,Very far,Very far,Very far,Very inclined,Very far
d2c5ce38-37ac-4c09-b1e4-f84eb46aa7d5,Very inclined,Very far,Very inclined,Very far,Very far,Very far
e7f7bd88-6aba-4cb3-829c-d6a999881e1d,Very inclined,Very far,Inclined,Very far,Very far,Very far
f39d7d59-2927-42cf-ac97-3462bf3ded55,Very far,Very far,Far,Very far,Inclined,Very far
6ea6bd37-f720-4cae-b2c4-204088bb0b25,Very far,Very far,Very far,Very far,Very inclined,Very far
26da588a-d9ef-48c9-85d3-3b0d229699f6,Very far,Very far,Very far,Very far,Very inclined,Very far
6f375f09-584d-48d1-bad5-30a1e198d8e3,Far,Very far,Far,Very far,Very inclined,Far
e788eb36-4ba3-47b2-b79f-51edb2766d57,Very far,Very far,Very far,,Very inclined,Very far
e47bd74a-6640-459e-9d93-85cf38c827c0,Very far,Very far,Very far,Very far,Very inclined,Inclined
775a6f0f-6090-498c-8a62-7ae95c0a8119,Very far,Very far,Very far,Very far,Very inclined,Very far
0d4ee5cb-5dc7-4f65-af4f-458208141bdf,Far,Very far,Very inclined,Very far,Very far,Very far
075b8d71-a498-48e5-87bf-e75a59e3053b,Very far,Very far,Very far,Very far,Very inclined,Very far
04d5e21f-2aa0-4e8e-a0c5-4d3a48c43ed3,Very far,Very far,Very inclined,Very far,Very inclined,Very far
29e52d99-b33d-4071-a0cd-eb91a30570b1,Far,Far,Far,Far,Inclined,Far
7eccbb47-59f5-47f1-9ab7-fa417cc34219,Inclined,Very far,Very inclined,Inclined,Very far,Very far
cadefe2e-7f35-4c5d-bf97-2b54b2771f74,Very far,Very far,Inclined,Very far,Inclined,Inclined
efd6bb2b-7c78-41aa-940a-d2de83fe47e6,Very inclined,Very far,Very inclined,Very inclined,Very far,Very far
0e92b17d-686c-465d-8e67-8cd8bf9431e3,Far,Very far,Inclined,Very far,Far,Far
1fbe85e7-69f4-48af-8be1-d3edfdefcc34,Very far,Inclined,Very far,Very far,Very inclined,Very far
f9c505e2-8f8c-4f13-9529-4fb3d690f8ae,Very far,Very far,Very far,Very far,Very inclined,Very far
b69e22d4-25cd-4a71-a60b-b75ca054d029,Very far,Very far,Very far,Very far,Very inclined,Very far
f7b90e3d-cc8b-42c9-b041-70ef0444f596,Very far,Very far,Very far,Very far,Very inclined,Very far
